	CDN002_Vs_CDN001-U34A_Signal	CDN002_Vs_CDN001-U34A_Detection	CDN002_Vs_CDN001-U34A_Detection p-value	CDN002_Vs_CDN001-U34A_Signal Log Ratio	CDN002_Vs_CDN001-U34A_Change	CDN002_Vs_CDN001-U34A_Change p-value	Descriptions
rc_AI639307_at	20.2	A	0.438361	-0.3	NC	0.958983	Rat mixed-tissue library Rattus norvegicus cDNA clone rx00837 3 , mRNA sequence [Rattus norvegicus]
rc_AI639308_at	43.4	P	0.039365	-0.3	NC	0.500000	Rat mixed-tissue library Rattus norvegicus cDNA clone rx00977 3 , mRNA sequence [Rattus norvegicus]
rc_AI639309_at	7.0	A	0.749276	-0.2	NC	0.500000	Rat mixed-tissue library Rattus norvegicus cDNA clone rx01677 3 , mRNA sequence [Rattus norvegicus]
rc_AI639310_at	77.9	A	0.418069	-0.1	NC	0.652721	Rat mixed-tissue library Rattus norvegicus cDNA clone rx01937 3 , mRNA sequence [Rattus norvegicus]
rc_AI639311_i_at	8.5	A	0.759912	-0.4	NC	0.914879	Rat mixed-tissue library Rattus norvegicus cDNA clone rx04037 3 , mRNA sequence [Rattus norvegicus]
rc_AI639312_at	8.2	A	0.715253	-0.4	NC	0.767078	Rat mixed-tissue library Rattus norvegicus cDNA clone rx04157 3 , mRNA sequence [Rattus norvegicus]
rc_AI639313_at	154.3	A	0.267463	0.0	NC	0.500000	Rat mixed-tissue library Rattus norvegicus cDNA clone rx04777 3 , mRNA sequence [Rattus norvegicus]
rc_AI639314_at	62.0	P	0.013092	0.0	NC	0.500000	Rat mixed-tissue library Rattus norvegicus cDNA clone rx04757 3 , mRNA sequence [Rattus norvegicus]
rc_AI639315_i_at	13.2	A	0.320830	0.3	NC	0.500000	Rat mixed-tissue library Rattus norvegicus cDNA clone rx04457 3 , mRNA sequence [Rattus norvegicus]
rc_AI639315_f_at	46.1	P	0.001141	-0.4	NC	0.957311	Rat mixed-tissue library Rattus norvegicus cDNA clone rx04457 3 , mRNA sequence [Rattus norvegicus]
rc_AI639316_at	12.1	A	0.749276	-0.3	NC	0.836880	Rat mixed-tissue library Rattus norvegicus cDNA clone rx04437 3 , mRNA sequence [Rattus norvegicus]
rc_AI639317_at	81.7	A	0.250724	-0.0	NC	0.996456	Rat mixed-tissue library Rattus norvegicus cDNA clone rx04857 3 , mRNA sequence [Rattus norvegicus]
rc_AI639318_at	21.6	A	0.162935	-0.4	NC	0.624713	Rat mixed-tissue library Rattus norvegicus cDNA clone rx04977 3 , mRNA sequence [Rattus norvegicus]
rc_AI639319_at	10.8	A	0.983000	-0.3	NC	0.500000	Rat mixed-tissue library Rattus norvegicus cDNA clone rx04937 3 , mRNA sequence [Rattus norvegicus]
rc_AI639320_at	76.8	P	0.021849	-0.2	NC	0.946094	Rat mixed-tissue library Rattus norvegicus cDNA clone rx02316 3 , mRNA sequence [Rattus norvegicus]
rc_AI639321_at	2.1	A	0.824011	-0.3	NC	0.500000	Rat mixed-tissue library Rattus norvegicus cDNA clone rx02116 3 , mRNA sequence [Rattus norvegicus]
rc_AI639322_at	41.0	A	0.749276	1.7	NC	0.500000	Rat mixed-tissue library Rattus norvegicus cDNA clone rx02656 3 , mRNA sequence [Rattus norvegicus]
rc_AI639323_at	31.9	A	0.089405	0.1	NC	0.500000	Rat mixed-tissue library Rattus norvegicus cDNA clone rx02416 3 , mRNA sequence [Rattus norvegicus]
rc_AI639324_at	117.0	P	0.002617	-0.5	MD	0.997333	Rat mixed-tissue library Rattus norvegicus cDNA clone rx02556 3 , mRNA sequence [Rattus norvegicus]
rc_AI639324_g_at	130.1	P	0.004180	-0.2	NC	0.638810	Rat mixed-tissue library Rattus norvegicus cDNA clone rx02556 3 , mRNA sequence [Rattus norvegicus]
rc_AI639325_at	6.2	A	0.749276	-0.4	NC	0.666430	Rat mixed-tissue library Rattus norvegicus cDNA clone rx02856 3 , mRNA sequence [Rattus norvegicus]
rc_AI639326_at	22.7	A	0.824011	-0.3	NC	0.500000	Rat mixed-tissue library Rattus norvegicus cDNA clone rx03216 3 , mRNA sequence [Rattus norvegicus]
rc_AI639326_g_at	22.4	A	0.765443	-0.2	NC	0.238679	Rat mixed-tissue library Rattus norvegicus cDNA clone rx03216 3 , mRNA sequence [Rattus norvegicus]
rc_AI639328_at	18.0	A	0.781017	-0.8	NC	0.910901	Rat mixed-tissue library Rattus norvegicus cDNA clone rx03916 3 , mRNA sequence [Rattus norvegicus]
rc_AI639329_at	23.4	A	0.458816	0.1	NC	0.712590	Rat mixed-tissue library Rattus norvegicus cDNA clone rx00376 3 , mRNA sequence [Rattus norvegicus]
rc_AI639330_at	21.3	A	0.795978	-0.5	NC	0.500000	Rat mixed-tissue library Rattus norvegicus cDNA clone rx00156 3 , mRNA sequence [Rattus norvegicus]
rc_AI639331_at	19.0	M	0.054470	-0.0	NC	0.884295	Rat mixed-tissue library Rattus norvegicus cDNA clone rx00676 3 , mRNA sequence [Rattus norvegicus]
rc_AI639332_at	1.5	A	0.968664	-0.3	NC	0.916778	Rat mixed-tissue library Rattus norvegicus cDNA clone rx00576 3 , mRNA sequence [Rattus norvegicus]
rc_AI639334_at	10.9	A	0.918663	0.2	NC	0.992848	Rat mixed-tissue library Rattus norvegicus cDNA clone rx00916 3 , mRNA sequence [Rattus norvegicus]
rc_AI639336_at	54.9	P	0.004863	-0.6	NC	0.904720	Rat mixed-tissue library Rattus norvegicus cDNA clone rx01356 3 , mRNA sequence [Rattus norvegicus]
rc_AI639337_at	7.9	A	0.795978	-0.3	NC	0.500000	Rat mixed-tissue library Rattus norvegicus cDNA clone rx01016 3 , mRNA sequence [Rattus norvegicus]
rc_AI639338_at	99.4	A	0.066865	0.1	NC	0.848129	Rat mixed-tissue library Rattus norvegicus cDNA clone rx01696 3 , mRNA sequence [Rattus norvegicus]
rc_AI639339_at	10.1	A	0.765443	0.9	NC	0.699711	Rat mixed-tissue library Rattus norvegicus cDNA clone rx01456 3 , mRNA sequence [Rattus norvegicus]
rc_AI639340_at	6.0	A	0.837065	-0.9	NC	0.944016	Rat mixed-tissue library Rattus norvegicus cDNA clone rx01436 3 , mRNA sequence [Rattus norvegicus]
rc_AI639341_at	1.6	A	0.980696	-0.9	NC	0.699711	Rat mixed-tissue library Rattus norvegicus cDNA clone rx01976 3 , mRNA sequence [Rattus norvegicus]
rc_AI639342_at	222.0	P	0.002228	0.1	NC	0.500000	Rat mixed-tissue library Rattus norvegicus cDNA clone rx04056 3 , mRNA sequence [Rattus norvegicus]
rc_AI639343_at	22.7	A	0.127645	-1.3	NC	0.500000	Rat mixed-tissue library Rattus norvegicus cDNA clone rx04036 3 , mRNA sequence [Rattus norvegicus]
rc_AI639345_at	77.1	A	0.284747	-0.7	NC	0.984237	Rat mixed-tissue library Rattus norvegicus cDNA clone rx04716 3 , mRNA sequence [Rattus norvegicus]
rc_AI639346_at	20.1	A	0.732537	1.8	NC	0.514916	Rat mixed-tissue library Rattus norvegicus cDNA clone rx04476 3 , mRNA sequence [Rattus norvegicus]
rc_AI639347_at	176.6	P	0.013092	-0.6	D	0.997760	Rat mixed-tissue library Rattus norvegicus cDNA clone rx04496 3 , mRNA sequence [Rattus norvegicus]
rc_AI639348_at	59.0	A	0.098054	0.0	NC	0.603256	Rat mixed-tissue library Rattus norvegicus cDNA clone rx04816 3 , mRNA sequence [Rattus norvegicus]
rc_AI639349_i_at	15.4	A	0.765443	1.0	NC	0.922359	Rat mixed-tissue library Rattus norvegicus cDNA clone rx04936 3 , mRNA sequence [Rattus norvegicus]
rc_AI639350_at	23.7	A	0.581931	-0.2	NC	0.500000	Rat mixed-tissue library Rattus norvegicus cDNA clone rx05176 3 , mRNA sequence [Rattus norvegicus]
rc_AI639351_at	47.1	A	0.520620	1.8	NC	0.485084	Rat mixed-tissue library Rattus norvegicus cDNA clone rx05136 3 , mRNA sequence [Rattus norvegicus]
rc_AI639352_at	151.9	A	0.284747	-0.1	NC	0.810259	Rat mixed-tissue library Rattus norvegicus cDNA clone rx02355 3 , mRNA sequence [Rattus norvegicus]
rc_AI639353_at	295.4	P	0.000266	-0.1	NC	0.500000	Rat mixed-tissue library Rattus norvegicus cDNA clone rx02055 3 , mRNA sequence [Rattus norvegicus]
rc_AI639354_at	32.2	A	0.089405	-0.9	D	0.997888	Rat mixed-tissue library Rattus norvegicus cDNA clone rx02175 3 , mRNA sequence [Rattus norvegicus]
rc_AI639355_at	15.1	A	0.660442	-1.2	NC	0.718930	Rat mixed-tissue library Rattus norvegicus cDNA clone rx02195 3 , mRNA sequence [Rattus norvegicus]
rc_AI639356_at	27.8	A	0.679170	0.1	NC	0.216123	Rat mixed-tissue library Rattus norvegicus cDNA clone rx02675 3 , mRNA sequence [Rattus norvegicus]
rc_AI639357_at	24.7	A	0.749276	-0.1	NC	0.462755	Rat mixed-tissue library Rattus norvegicus cDNA clone rx02655 3 , mRNA sequence [Rattus norvegicus]
rc_AI639358_at	2.3	A	0.892699	-1.4	NC	0.937401	Rat mixed-tissue library Rattus norvegicus cDNA clone rx02795 3 , mRNA sequence [Rattus norvegicus]
rc_AI639359_at	27.4	A	0.339558	-0.4	NC	0.810259	Rat mixed-tissue library Rattus norvegicus cDNA clone rx02515 3 , mRNA sequence [Rattus norvegicus]
rc_AI639360_at	3.6	A	0.980696	-0.6	NC	0.894866	Rat mixed-tissue library Rattus norvegicus cDNA clone rx02875 3 , mRNA sequence [Rattus norvegicus]
rc_AI639361_at	1.8	A	0.872355	-0.4	NC	0.904720	Rat mixed-tissue library Rattus norvegicus cDNA clone rx02815 3 , mRNA sequence [Rattus norvegicus]
rc_AI639362_at	26.0	A	0.438361	-1.0	NC	0.994506	Rat mixed-tissue library Rattus norvegicus cDNA clone rx03215 3 , mRNA sequence [Rattus norvegicus]
rc_AI639363_r_at	14.8	A	0.964405	-0.5	NC	0.954075	Rat mixed-tissue library Rattus norvegicus cDNA clone rx03855 3 , mRNA sequence [Rattus norvegicus]
rc_AI639364_at	30.2	A	0.098054	-0.4	NC	0.996834	Rat mixed-tissue library Rattus norvegicus cDNA clone rx03955 3 , mRNA sequence [Rattus norvegicus]
rc_AI639365_at	175.4	P	0.035163	-0.6	MD	0.997483	Rat mixed-tissue library Rattus norvegicus cDNA clone rx03935 3 , mRNA sequence [Rattus norvegicus]
rc_AI639366_at	45.9	A	0.500000	-0.4	NC	0.994793	Rat mixed-tissue library Rattus norvegicus cDNA clone rx00215 3 , mRNA sequence [Rattus norvegicus]
rc_AI639367_at	132.2	A	0.127645	1.1	NC	0.820232	Rat mixed-tissue library Rattus norvegicus cDNA clone rx00375 3 , mRNA sequence [Rattus norvegicus]
rc_AI639368_at	28.4	A	0.541184	-0.5	NC	0.772757	Rat mixed-tissue library Rattus norvegicus cDNA clone rx00315 3 , mRNA sequence [Rattus norvegicus]
rc_AI639369_r_at	55.2	A	0.966797	-0.5	NC	0.500000	Rat mixed-tissue library Rattus norvegicus cDNA clone rx00155 3 , mRNA sequence [Rattus norvegicus]
rc_AI639370_at	17.9	A	0.939581	-0.5	NC	0.979234	Rat mixed-tissue library Rattus norvegicus cDNA clone rx00135 3 , mRNA sequence [Rattus norvegicus]
rc_AI639371_at	2.5	A	0.968664	-3.1	MD	0.997333	Rat mixed-tissue library Rattus norvegicus cDNA clone rx00115 3 , mRNA sequence [Rattus norvegicus]
rc_AI639372_at	63.1	A	0.107301	-1.2	D	0.998696	Rat mixed-tissue library Rattus norvegicus cDNA clone rx00875 3 , mRNA sequence [Rattus norvegicus]
rc_AI639374_at	3.3	A	0.926170	-0.9	NC	0.869055	Rat mixed-tissue library Rattus norvegicus cDNA clone rx01275 3 , mRNA sequence [Rattus norvegicus]
rc_AI639375_at	18.4	A	0.910595	-0.3	NC	0.500000	Rat mixed-tissue library Rattus norvegicus cDNA clone rx01295 3 , mRNA sequence [Rattus norvegicus]
rc_AI639376_at	33.5	A	0.250724	-0.3	NC	0.500000	Rat mixed-tissue library Rattus norvegicus cDNA clone rx01335 3 , mRNA sequence [Rattus norvegicus]
rc_AI639377_at	1.7	A	0.983000	-2.2	NC	0.932662	Rat mixed-tissue library Rattus norvegicus cDNA clone rx01675 3 , mRNA sequence [Rattus norvegicus]
rc_AI639378_at	58.6	A	0.358690	-0.1	NC	0.500000	Rat mixed-tissue library Rattus norvegicus cDNA clone rx01635 3 , mRNA sequence [Rattus norvegicus]
rc_AI639379_at	46.1	P	0.031336	-0.2	NC	0.755488	Rat mixed-tissue library Rattus norvegicus cDNA clone rx01695 3 , mRNA sequence [Rattus norvegicus]
rc_AI639381_at	227.3	P	0.004863	-0.0	NC	0.500000	Rat mixed-tissue library Rattus norvegicus cDNA clone rx01495 3 , mRNA sequence [Rattus norvegicus]
rc_AI639382_at	24.1	A	0.602006	-0.2	NC	0.958983	Rat mixed-tissue library Rattus norvegicus cDNA clone rx01995 3 , mRNA sequence [Rattus norvegicus]
rc_AI639383_i_at	15.7	A	0.696289	0.8	NC	0.767451	Rat mixed-tissue library Rattus norvegicus cDNA clone rx04195 3 , mRNA sequence [Rattus norvegicus]
rc_AI639384_s_at	294.3	P	0.002228	-0.2	NC	0.839168	Rat mixed-tissue library Rattus norvegicus cDNA clone rx04495 3 , mRNA sequence [Rattus norvegicus]
rc_AI639385_at	17.4	A	0.641310	1.9	NC	0.500000	Rat mixed-tissue library Rattus norvegicus cDNA clone rx04815 3 , mRNA sequence [Rattus norvegicus]
rc_AI639386_at	4.9	A	0.983000	-0.5	NC	0.962166	Rat mixed-tissue library Rattus norvegicus cDNA clone rx05055 3 , mRNA sequence [Rattus norvegicus]
rc_AI639387_at	163.6	P	0.014937	-0.0	NC	0.500000	Rat mixed-tissue library Rattus norvegicus cDNA clone rx05135 3 , mRNA sequence [Rattus norvegicus]
rc_AI639388_at	6.7	A	0.882840	-0.4	NC	0.963681	Rat mixed-tissue library Rattus norvegicus cDNA clone rx02354 3 , mRNA sequence [Rattus norvegicus]
rc_AI639390_at	9.0	A	0.541184	-2.2	NC	0.925041	Rat mixed-tissue library Rattus norvegicus cDNA clone rx02134 3 , mRNA sequence [Rattus norvegicus]
rc_AI639391_at	179.3	M	0.054470	-0.3	NC	0.984237	Rat mixed-tissue library Rattus norvegicus cDNA clone rx02754 3 , mRNA sequence [Rattus norvegicus]
rc_AI639392_at	55.6	A	0.339558	-0.2	NC	0.718930	Rat mixed-tissue library Rattus norvegicus cDNA clone rx02714 3 , mRNA sequence [Rattus norvegicus]
rc_AI639393_at	271.4	A	0.060419	0.5	NC	0.293817	Rat mixed-tissue library Rattus norvegicus cDNA clone rx02894 3 , mRNA sequence [Rattus norvegicus]
rc_AI639394_at	58.3	M	0.043968	-0.1	NC	0.919605	Rat mixed-tissue library Rattus norvegicus cDNA clone rx02954 3 , mRNA sequence [Rattus norvegicus]
rc_AI639395_at	6.5	A	0.749276	-2.9	NC	0.988169	Rat mixed-tissue library Rattus norvegicus cDNA clone rx03054 3 , mRNA sequence [Rattus norvegicus]
rc_AI639396_at	83.1	A	0.089405	0.6	NC	0.500000	Rat mixed-tissue library Rattus norvegicus cDNA clone rx03014 3 , mRNA sequence [Rattus norvegicus]
rc_AI639397_s_at	11.1	A	0.910595	0.8	NC	0.860937	Rat mixed-tissue library Rattus norvegicus cDNA clone rx03434 3 , mRNA sequence [Rattus norvegicus]
rc_AI639399_at	89.6	P	0.019304	-0.0	NC	0.799953	Rat mixed-tissue library Rattus norvegicus cDNA clone rx00374 3 , mRNA sequence [Rattus norvegicus]
rc_AI639400_at	21.9	A	0.732537	-1.2	NC	0.985657	Rat mixed-tissue library Rattus norvegicus cDNA clone rx00134 3 , mRNA sequence [Rattus norvegicus]
rc_AI639401_at	20.0	M	0.054470	-0.3	NC	0.522368	Rat mixed-tissue library Rattus norvegicus cDNA clone rx00654 3 , mRNA sequence [Rattus norvegicus]
rc_AI639402_at	29.4	A	0.189687	1.0	NC	0.679919	Rat mixed-tissue library Rattus norvegicus cDNA clone rx00614 3 , mRNA sequence [Rattus norvegicus]
rc_AI639403_at	63.0	A	0.302547	1.2	NC	0.455335	Rat mixed-tissue library Rattus norvegicus cDNA clone rx00554 3 , mRNA sequence [Rattus norvegicus]
rc_AI639404_at	37.7	A	0.267463	-1.7	NC	0.852483	Rat mixed-tissue library Rattus norvegicus cDNA clone rx00874 3 , mRNA sequence [Rattus norvegicus]
rc_AI639405_at	23.7	A	0.302547	-0.0	NC	0.913877	Rat mixed-tissue library Rattus norvegicus cDNA clone rx01294 3 , mRNA sequence [Rattus norvegicus]
rc_AI639406_at	33.4	A	0.250724	1.3	NC	0.500000	Rat mixed-tissue library Rattus norvegicus cDNA clone rx01394 3 , mRNA sequence [Rattus norvegicus]
rc_AI639407_at	27.7	A	0.458816	-0.5	D	0.998918	Rat mixed-tissue library Rattus norvegicus cDNA clone rx01674 3 , mRNA sequence [Rattus norvegicus]
rc_AI639409_at	44.5	A	0.500000	-0.4	NC	0.743593	Rat mixed-tissue library Rattus norvegicus cDNA clone rx01874 3 , mRNA sequence [Rattus norvegicus]
rc_AI639410_s_at	81.3	P	0.000805	-0.7	NC	0.996037	Rat mixed-tissue library Rattus norvegicus cDNA clone rx04114 3 , mRNA sequence [Rattus norvegicus]
rc_AI639410_i_at	19.4	P	0.023926	-0.2	NC	0.500000	Rat mixed-tissue library Rattus norvegicus cDNA clone rx04114 3 , mRNA sequence [Rattus norvegicus]
rc_AI639411_at	84.2	P	0.000562	0.3	NC	0.500000	Rat mixed-tissue library Rattus norvegicus cDNA clone rx04714 3 , mRNA sequence [Rattus norvegicus]
rc_AI639411_g_at	504.4	P	0.000219	-0.1	NC	0.500000	Rat mixed-tissue library Rattus norvegicus cDNA clone rx04714 3 , mRNA sequence [Rattus norvegicus]
rc_AI639412_at	2.3	A	0.994364	-0.4	NC	0.965146	Rat mixed-tissue library Rattus norvegicus cDNA clone rx04434 3 , mRNA sequence [Rattus norvegicus]
rc_AI639413_at	47.2	A	0.189687	-0.2	NC	0.789317	Rat mixed-tissue library Rattus norvegicus cDNA clone rx04414 3 , mRNA sequence [Rattus norvegicus]
rc_AI639415_at	93.5	A	0.234557	0.0	NC	0.500000	Rat mixed-tissue library Rattus norvegicus cDNA clone rx04934 3 , mRNA sequence [Rattus norvegicus]
rc_AI639417_at	19.2	A	0.378184	0.2	NC	0.631784	Rat mixed-tissue library Rattus norvegicus cDNA clone rx02173 3 , mRNA sequence [Rattus norvegicus]
rc_AI639418_at	7.7	A	0.749276	-0.0	NC	0.500000	Rat mixed-tissue library Rattus norvegicus cDNA clone rx02693 3 , mRNA sequence [Rattus norvegicus]
rc_AI639419_at	80.5	A	0.073830	-0.3	NC	0.500000	Rat mixed-tissue library Rattus norvegicus cDNA clone rx02773 3 , mRNA sequence [Rattus norvegicus]
rc_AI639420_at	4.5	A	0.933135	-0.3	NC	0.699711	Rat mixed-tissue library Rattus norvegicus cDNA clone rx02713 3 , mRNA sequence [Rattus norvegicus]
rc_AI639421_at	14.9	A	0.641310	1.9	NC	0.559457	Rat mixed-tissue library Rattus norvegicus cDNA clone rx02413 3 , mRNA sequence [Rattus norvegicus]
rc_AI639422_at	79.3	A	0.081337	-0.2	NC	0.500000	Rat mixed-tissue library Rattus norvegicus cDNA clone rx03053 3 , mRNA sequence [Rattus norvegicus]
rc_AI639423_at	2.2	A	0.732537	-3.5	NC	0.941875	Rat mixed-tissue library Rattus norvegicus cDNA clone rx03133 3 , mRNA sequence [Rattus norvegicus]
rc_AI639425_at	296.9	P	0.035163	-0.1	NC	0.500000	Rat mixed-tissue library Rattus norvegicus cDNA clone rx00313 3 , mRNA sequence [Rattus norvegicus]
rc_AI639425_g_at	149.9	P	0.000266	0.0	NC	0.500000	Rat mixed-tissue library Rattus norvegicus cDNA clone rx00313 3 , mRNA sequence [Rattus norvegicus]
rc_AI639426_at	57.2	A	0.641310	1.9	NC	0.500000	Rat mixed-tissue library Rattus norvegicus cDNA clone rx00173 3 , mRNA sequence [Rattus norvegicus]
rc_AI639427_at	586.7	P	0.000322	0.0	NC	0.500000	Rat mixed-tissue library Rattus norvegicus cDNA clone rx00133 3 , mRNA sequence [Rattus norvegicus]
rc_AI639428_at	29.1	A	0.418069	2.2	NC	0.028241	Rat mixed-tissue library Rattus norvegicus cDNA clone rx00873 3 , mRNA sequence [Rattus norvegicus]
rc_AI639429_f_at	30.2	A	0.107301	-0.4	NC	0.970527	Rat mixed-tissue library Rattus norvegicus cDNA clone rx00973 3 , mRNA sequence [Rattus norvegicus]
rc_AI639430_at	17.6	A	0.302547	-1.2	NC	0.574166	Rat mixed-tissue library Rattus norvegicus cDNA clone rx01073 3 , mRNA sequence [Rattus norvegicus]
rc_AI639431_at	19.2	A	0.602006	-0.6	NC	0.673203	Rat mixed-tissue library Rattus norvegicus cDNA clone rx01173 3 , mRNA sequence [Rattus norvegicus]
rc_AI639432_at	68.4	A	0.107301	-0.5	NC	0.932662	Rat mixed-tissue library Rattus norvegicus cDNA clone rx01413 3 , mRNA sequence [Rattus norvegicus]
rc_AI639433_f_at	44.1	A	0.234557	-0.5	NC	0.805147	Rat mixed-tissue library Rattus norvegicus cDNA clone rx04093 3 , mRNA sequence [Rattus norvegicus]
rc_AI639434_at	166.9	A	0.204022	-0.2	NC	0.965146	Rat mixed-tissue library Rattus norvegicus cDNA clone rx04173 3 , mRNA sequence [Rattus norvegicus]
rc_AI639435_at	354.5	P	0.000388	-0.3	NC	0.970527	Rat mixed-tissue library Rattus norvegicus cDNA clone rx04153 3 , mRNA sequence [Rattus norvegicus]
rc_AI639436_at	34.4	A	0.715253	-0.5	NC	0.907849	Rat mixed-tissue library Rattus norvegicus cDNA clone rx04453 3 , mRNA sequence [Rattus norvegicus]
rc_AI639437_at	1.0	A	0.956032	-0.8	NC	0.810259	Rat mixed-tissue library Rattus norvegicus cDNA clone rx04413 3 , mRNA sequence [Rattus norvegicus]
rc_AI639438_at	70.8	P	0.006532	-0.2	NC	0.848129	Rat mixed-tissue library Rattus norvegicus cDNA clone rx04493 3 , mRNA sequence [Rattus norvegicus]
rc_AI639439_at	8.0	A	0.602006	-0.7	NC	0.686578	Rat mixed-tissue library Rattus norvegicus cDNA clone rx04873 3 , mRNA sequence [Rattus norvegicus]
rc_AI639440_at	82.6	A	0.150527	-0.8	MD	0.997483	Rat mixed-tissue library Rattus norvegicus cDNA clone rx04913 3 , mRNA sequence [Rattus norvegicus]
rc_AI639441_at	178.6	A	0.150527	-0.4	NC	0.992469	Rat mixed-tissue library Rattus norvegicus cDNA clone rx05013 3 , mRNA sequence [Rattus norvegicus]
rc_AI639442_s_at	31.4	A	0.284747	0.6	NC	0.743593	Rat mixed-tissue library Rattus norvegicus cDNA clone rx05093 3 , mRNA sequence [Rattus norvegicus]
rc_AI639443_at	65.5	A	0.520620	-0.0	NC	0.500000	Rat mixed-tissue library Rattus norvegicus cDNA clone rx05153 3 , mRNA sequence [Rattus norvegicus]
rc_AI639444_at	15.1	A	0.621816	-0.5	NC	0.500000	Rat mixed-tissue library Rattus norvegicus cDNA clone rx05113 3 , mRNA sequence [Rattus norvegicus]
rc_AI639444_g_at	3.3	A	0.975289	-0.7	NC	0.529811	Rat mixed-tissue library Rattus norvegicus cDNA clone rx05113 3 , mRNA sequence [Rattus norvegicus]
rc_AI639445_at	32.2	A	0.320830	-0.8	NC	0.958983	Rat mixed-tissue library Rattus norvegicus cDNA clone rx02392 3 , mRNA sequence [Rattus norvegicus]
rc_AI639446_at	48.7	A	0.234557	-0.8	D	0.997760	Rat mixed-tissue library Rattus norvegicus cDNA clone rx02172 3 , mRNA sequence [Rattus norvegicus]
rc_AI639447_at	188.8	P	0.014937	-0.1	NC	0.522368	Rat mixed-tissue library Rattus norvegicus cDNA clone rx02652 3 , mRNA sequence [Rattus norvegicus]
rc_AI639448_at	2.8	A	0.882840	-0.5	NC	0.829869	Rat mixed-tissue library Rattus norvegicus cDNA clone rx02772 3 , mRNA sequence [Rattus norvegicus]
rc_AI639449_at	14.6	A	0.732537	-1.9	NC	0.686578	Rat mixed-tissue library Rattus norvegicus cDNA clone rx02472 3 , mRNA sequence [Rattus norvegicus]
rc_AI639450_at	2.0	A	0.991311	-0.8	NC	0.975199	Rat mixed-tissue library Rattus norvegicus cDNA clone rx03072 3 , mRNA sequence [Rattus norvegicus]
rc_AI639451_at	3.8	A	0.765443	-1.6	NC	0.982699	Rat mixed-tissue library Rattus norvegicus cDNA clone rx03912 3 , mRNA sequence [Rattus norvegicus]
rc_AI639452_at	4.2	A	0.397994	-2.7	NC	0.941875	Rat mixed-tissue library Rattus norvegicus cDNA clone rx00332 3 , mRNA sequence [Rattus norvegicus]
rc_AI639453_i_at	27.7	A	0.366636	-1.5	NC	0.632837	Rat mixed-tissue library Rattus norvegicus cDNA clone rx00152 3 , mRNA sequence [Rattus norvegicus]
rc_AI639453_f_at	119.0	A	0.500000	-0.0	NC	0.500000	Rat mixed-tissue library Rattus norvegicus cDNA clone rx00152 3 , mRNA sequence [Rattus norvegicus]
rc_AI639454_at	5.6	A	0.945530	-0.4	NC	0.500000	Rat mixed-tissue library Rattus norvegicus cDNA clone rx00652 3 , mRNA sequence [Rattus norvegicus]
rc_AI639455_at	14.0	A	0.621816	0.0	NC	0.139063	Rat mixed-tissue library Rattus norvegicus cDNA clone rx00632 3 , mRNA sequence [Rattus norvegicus]
rc_AI639456_at	27.6	A	0.358690	-0.2	NC	0.673203	Rat mixed-tissue library Rattus norvegicus cDNA clone rx00692 3 , mRNA sequence [Rattus norvegicus]
